pmid,articlepubdate,articletype,pmidsrcs,meshheadings,meshsubheadings,meshcodes,cids,sids,articletitle,articleabstract,articlejourname,articleauth,articleaffil,citation,dois,annotation
31977865,20200101,article,mesh,"Adult,Afatinib,Antineoplastic Combined Chemotherapy Protocols,Boswellia,Carcinoma, Non-Small-Cell Lung,Cordyceps,Double-Blind Method,Drug Combinations,ErbB Receptors,Female,Humans,Lung Neoplasms,Male,Medicine, Korean Traditional,Multicenter Studies as Topic,Panax,Plant Extracts,Protein Kinase Inhibitors,Randomized Controlled Trials as Topic,Treatment Outcome","administration & dosage,drug therapy,therapeutic use","D000077716 Q000627 NY,D002289 Q000188 NY,D008175 Q000188 NY,D010936 Q000008 NY,D047428 Q000627 NY","10184653,15606394,73200180,134694363",NULL,"Multi-center, randomized, double-blind, placebo-controlled, exploratory study to evaluate the efficacy and safety of HAD-B1 for dose-finding in EGFR positive and locally advanced or metastatic NSCLC subjects who need Afatinib therapy: Study protocol clinical trial (SPIRIT Compliant)","BACKGROUND: In recent studies, afatinib, a second-generation inhibitor, showed superior outcomes, when compared to the first-generation of EGFR-tyrosine kinase inhibitors (TKIs), such as erlotinib and gefitinib, in patients with advanced non-small cell lung cancer (NSCLC) harboring mutations of epidermal growth factor receptor (EGFR). Patients who receive TKIs with a significant initial efficacy, inevitably experience an acquired resistance (AR) within 9 to 13 months. Traditional Korean medicine may have sy",Medicine,"So-Jung Park, Hwi-Joong Kang, Hyung-Joon Jun, Seong-Hoon Shin, Hwa-Seung Yoo","East-West Cancer Center, Dunsan Korean Medicine Hospital of Daejeon University, Daejeon. Department of Internal Medicine, Kosin University Gospel Hospital, Busan, Korea.",2020 Jan; 99(4):e18735,10.1097/md.0000000000018735,NULL
32841542,20200825,article,NULL,NULL,NULL,NULL,NULL,NULL,Efficient genome editing in filamentous fungi via an improved CRISPR-Cas9 ribonucleoprotein method facilitated by chemical reagents,"DNA double-strand break (DSB) repair induced by the RNA-programmed nuclease Cas9 has become a popular method for genome editing. Direct genome editing via Cas9-CRISPR gRNA (guide RNA) ribonucleoprotein (RNP) complexes assembled in vitro has also been successful in some fungi. However, the efficiency of direct RNP transformation into fungal protoplasts is currently too low. Here, we report an optimized genome editing approach for filamentous fungi based on RNPs facilitated by adding chemical reagents. We inc",Microbial biotechnology,"Gen Zou, Meili Xiao, Shunxing Chai, Zhihua Zhu, Ying Wang, Zhihua Zhou","CAS-Key Laboratory of Synthetic Biology, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, Chinese Academy of Science, Fenglin Rd 300, Shanghai, 200032, China. Shanghai Key Laboratory of Agricultural Genetics and Breeding, Institute of Edible Fungi, Shanghai Academy of Agriculture Science, 1000 Jinqi Rd, Fengxian, Shanghai, 201403, China. University of Chinese Academy of Sciences, Beijing, 100049, China.",2020 Aug; ?(?):,10.1111/1751-7915.13652,NULL
32865926,20200101,article,NULL,NULL,NULL,NULL,NULL,NULL,"Comparing the Cosmetic Effects of Liquid-Fermented Culture of Some Medicinal Mushrooms Including Antioxidant, Moisturizing, and Whitening Activities","There have been few studies on the cosmetic efficacy of Coprinus comatus, Cordyceps militaris, and Pleurotus geesteranus. This article aims to compare the cosmetic effects of the mycelium, fermentation broth, and mycelium and fermentation broth mixture of liquid-fermented C. comatus, C. militaris, and P. geesteranus. Our results verified that these three edible mushrooms all showed excellent antioxidant, moisturizing, and whitening effects. Comparatively, we found that the cosmetic effects of C. comatus wer",International journal of medicinal mushrooms,"Shanshan Wang, Chenbai Wang, Hui Cao, Xiaowei Cui, Hong Guo, Wenxiu Zheng, Xiaofei Zhong, Yongqing Zhang, Chunchao Han","School of Pharmacy, Shandong University of Traditional Chinese Medicine, Jinan 250355, Shandong, P.R. China. Hongdao People's Hospital of Qingdao, Qingdao 266112, Shandong, P.R. China.",2020; 22(7):693-703,10.1615/intjmedmushrooms.2020035407,NULL
32890710,20200902,article,NULL,NULL,NULL,NULL,NULL,NULL,Shuangshen granules attenuate lung metastasis by modulating bone marrow differentiation through mTOR signalling inhibition,"ETHNOPHARMACOLOGICAL RELEVANCE: Traditional Chinese medicine Shuangshen granules (SSG) have been used to treat lung cancer patients with Qi deficiency and blood stasis for decades. According to clinical experience, SSG indeed improve the quality of life and prolong the survival time of patients with lung cancer after surgery. Each of the components herbs was proved to be effective in anti-cancer therapy. Both the American ginseng and notoginseng belong to genus Panax of the family Araliaceae. Preclinical an",Journal of ethnopharmacology,"Huamin Wei, Chunxiu Guo, Ruili Zhu, Congen Zhang, Nina Han, Rui Liu, Baojin Hua, Yangfan Li, Hai Lin, Jing Yu","Beijing Friendship Hospital, Capital Medical University, No. 95 Yong an Road, Xi Cheng District, Beijing, 100053, China. Electronic address: weihuamin6255@126.com. Guang'an Men Hospital, China Academy of Chinese Medical Sciences, No. 5 Beixiange St., Xicheng District, Beijing, China. Electronic address: 562547284@qq.com. Guang'an Men Hospital, China Academy of Chinese Medical Sciences, No. 5 Beixiange St., Xicheng District, Beijing, China. Electronic address: zhuruili6255@126.com. Beijing Friendship Hospita",2020 Sep; ?(?):113305,10.1016/j.jep.2020.113305,NULL
2938807,19851101,article,mesh,"Ascomycota,Clinical Trials as Topic,Double-Blind Method,Humans,Hyperlipidemias,Medicine, Chinese Traditional,Medicine, East Asian Traditional,Plants, Medicinal",drug therapy,D006949 Q000188 NY,NULL,NULL,"[Treatment of hyperlipidemia with cultivated Cordyceps--a double-blind, randomized placebo control trial]",NULL,Zhong xi yi jie he za zhi = Chinese journal of modern developments in traditional medicine,G Shao,NULL,"1985 Nov; 5(11):652-4, 642",NULL,NULL
2943452,19860101,article,mesh,"Coleoptera,Ecology,Medicine, Chinese Traditional,Plants, Medicinal",growth & development,D010946 Q000254 NY,NULL,NULL,[Bionomic environment of Cordyceps barnesii],NULL,"Zhong yao tong bao (Beijing, China : 1981)",X F Ma,NULL,1986 Jan; 11(1):13-4,NULL,NULL
2955943,19870201,article,mesh,"Animals,Hypocreales,Lepidoptera,Lung Neoplasms,Medicine, Chinese Traditional,Medicine, East Asian Traditional,Mice,Plant Extracts,Plants, Medicinal","chemistry,drug therapy,therapeutic use","D006999 Q000737 NN,D008175 Q000188 NY,D010936 Q000627 NN",NULL,NULL,[Lewis lung cancer of mice treated with Cordyceps sinensis and its artificial cultured mycelia],NULL,"Zhong yao tong bao (Beijing, China : 1981)",S L Zhang,NULL,1987 Feb; 12(2):53-4,NULL,NULL
3156684,19850101,article,mesh,"Animals,Ascitic Fluid,Culture Techniques,Female,Macrophage Activation,Macrophages,Male,Medicine, Chinese Traditional,Medicine, East Asian Traditional,Mice,Plant Extracts,Plants, Medicinal",immunology,"D008264 Q000276 NN,D010936 Q000276 NN",NULL,NULL,[Activation of murine peritoneal macrophages by natural Cordyceps sinensis and its cultured mycelia],NULL,Zhong xi yi jie he za zhi = Chinese journal of modern developments in traditional medicine,S L Zhang,NULL,"1985 Jan; 5(1):45-7, 5",NULL,NULL
4144844,19721201,article,mesh,"Anti-Bacterial Agents,Caseins,Culture Media,Glucose,Hypocreales,Methods,Nucleosides,Spectrophotometry, Infrared","chemistry,isolation & purification","D000900 Q000302 NY,D006999 Q000737 NY,D009705 Q000302 NY","5793,24749,107526,10954115,22814120,73995022,87517085",NULL,Production of pure cordycepin (3'-deoxyadenosine) from Cordyceps militaris,NULL,The Journal of pharmacy and pharmacology,"J Melling, F C Belton, D Kitching, W R Stones",NULL,1972 Dec; 24(?):Suppl:125P,NULL,NULL
4978604,19690617,article,mesh,"Adenine,Adenine Nucleotides,Aminohydrolases,Animals,Anti-Bacterial Agents,Bacillus subtilis,Carbon Isotopes,Carcinoma, Ehrlich Tumor,Cell-Free System,Columbidae,Hypocreales,Liver,Nucleosides,Nucleotides,Oxidoreductases,Pentosephosphates,Phosphotransferases,RNA,Transferases,Tritium,Uridine","antagonists & inhibitors,biosynthesis,drug effects,enzymology,metabolism,pharmacology","D000225 Q000378 NY,D000227 Q000096 NN,D000619 Q000378 NN,D000900 Q000378 NN,D001412 Q000201 NN,D002286 Q000201 NN,D006999 Q000187 NN,D006999 Q000378 NY,D008099 Q000201 NN,D009705 Q000096 NY,D009705 Q000378 NY,D009711 Q000378 NN,D009711 Q000494 NN,D010088 Q000378 NN,D010770 Q000037 NN,D012313 Q000096 NN,D014166 Q000037 NN,D014529 Q000378 NN","190,6029,24824,119434",NULL,Nucleoside antibiotics. IV. Metabolic fate of adenosine and cordycepin by Cordyceps militaris during cordycepin biosynthesis,NULL,Biochimica et biophysica acta,"B M Chassy, R J Suhadolnik",NULL,1969 Jun; 182(2):307-15,10.1016/0005-2787(69)90181-6,NULL
8580695,19950801,article,mesh,"Adjuvants, Immunologic,Adult,Aged,Antineoplastic Combined Chemotherapy Protocols,Breast Neoplasms,CD4-CD8 Ratio,Drugs, Chinese Herbal,Female,Humans,Lung Neoplasms,Lymphocyte Activation,Male,Middle Aged,Quality of Life","drug therapy,immunology,therapeutic use","D000276 Q000627 NY,D000971 Q000627 NN,D001943 Q000188 NN,D001943 Q000276 NY,D004365 Q000627 NY,D008175 Q000188 NN,D008175 Q000276 NY",NULL,NULL,[Effect of Jinshuibao capsule on the immunological function of 36 patients with advanced cancer],"Jinshuibao Capsule (JSBC), produced by Jiangxi Jinshuibao pharmaceutical Company Limited, possesses the similar active principles and pharmacological activity with those of Cordyceps sinensis. The effect of JSBC on the immunological function of 36 patients with advanced cancer showed that it could restore cellular immunological function, improve quality of life, but had no significant effect on humoral immunological function. The results suggested that JSBC could be used as adjuvant drug in advanced cancer.",Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,"D H Zhou, L Z Lin","First Affiliated Hospital, Guangzhou University of TCM.",1995 Aug; 15(8):476-8,NULL,NULL
11368567,20010501,article,"xref,mesh","Free Radical Scavengers,Glucuronates,Hydrogen Peroxide,Hydroxyl Radical,Indoles,Iron,Luminescent Measurements,Reactive Oxygen Species,Sensitivity and Specificity,Time Factors","analysis,chemistry","D005965 Q000737 NY,D007211 Q000737 NY,D017665 Q000032 NY","338,679,784,5852,23925,94715,157350,160257,2733784,2733785,7167438,10313045,71307134,139191468","127394890,128141778,129533113,129793392",Rapid and specific detection of hydroxyl radical using an ultraweak chemiluminescence analyzer and a low-level chemiluminescence emitter: application to hydroxyl radical-scavenging ability of aqueous extracts of Food constituents,"With the availability of an ultraweak chemiluminescence analyzer, it is possible to monitor the production of a specific oxygen-derived reactive species, such as hydroxyl radical ((*)OH), whenever a suitable chemiluminescent probe is obtainable. Reported herein is the development of a rapid and specific method for detecting (*)OH production using a specific probe, indoxyl-beta-glucuronide (IBG), a low-level chemiluminescence emitter. Using the Fenton reagent as a source of (*)OH, it was shown that IBG could",Journal of agricultural and food chemistry,"C H Tsai, A Stern, J F Chiou, C L Chern, T Z Liu","Department of Food Nutrition, Chung-Hwa Institute of Technology, Tainan, Taiwan.",2001 May; 49(5):2137-41,10.1021/jf001071k,NULL
12591255,20030401,review,"xref,mesh","Animals,Biological Products,Clinical Trials as Topic,Cordyceps,Erectile Dysfunction,Humans,Isoflavones,Magnoliopsida,Male,Penile Erection,Phytosterols,Piperazines,Plant Extracts,Purines,Quassins,Sildenafil Citrate,Sulfones","chemistry,drug effects,drug therapy,pharmacology","D001688 Q000494 NY,D001688 Q000737 NY,D007172 Q000188 NY,D007529 Q000494 NN,D007529 Q000737 NN,D010410 Q000187 NY,D010840 Q000494 NN,D010840 Q000737 NN,D010879 Q000494 NN,D010879 Q000737 NN,D010936 Q000494 NN,D010936 Q000737 NN,D019684 Q000737 NN,D032661 Q000737 NN,D036702 Q000494 NN,D036702 Q000737 NN","8969,9750,47936,12303662,135398744,135413523,135452901,135455980,135474472,135484084,135565273,135566112","127532078,127542003,128808200,129129178",Recent findings on natural products with erectile-dysfunction activity,"Viagra has had a profound influence on the search for natural products with erectile-dysfunction activity. To date the ""natural"" equivalent is not in existence but several pure compounds from nature, e.g., Yohimbine, Citrulline, two pyrano-isoflavones, berberine, forskolin and others, have either been re-examined or are new potential candidates. Intense activity exists in the area of testing semi-purified plant extracts for erectile dysfunction activity.",Phytochemistry,"Siegfried E Drewes, Jacob George, Fatima Khan","School of Chemical and Physical Sciences, University of Natal, Private Bag X01, Scottsville, 3209, Pietermaritzburg, South Africa. drewes@nu.ac.za",2003 Apr; 62(7):1019-25,10.1016/s0031-9422(02)00621-0,NULL
14992860,20040101,article,mesh,"Animals,Ants,Ascomycota,Mycoses,Panama,Polymerase Chain Reaction,Prevalence,Soil Microbiology,Tropical Climate","microbiology,parasitology,physiology","D001000 Q000469 NY,D001203 Q000502 NY,D009181 Q000382 NN",NULL,NULL,"Diversity of entomopathogenic fungi near leaf-cutting ant nests in a neotropical forest, with particular reference to Metarhizium anisopliae var. anisopliae","We investigated the prevalence of entomopathogenic fungi associated with leaf-cutting ant colonies in a small area of tropical forest in Panama. There was a high abundance of Metarhizium anisopliae var. anisopliae near the colonies. Beauveria bassiana was also detected in the soil, Aspergillus flavus in dump material, and six Camponotus atriceps ants were found infected with Cordyceps sp. Based on a partial sequence of the IGS region, almost all of the M. anisopliae var. anisopliae isolates fell within one ",Journal of invertebrate pathology,"W O H Hughes, L Thomsen, J Eilenberg, J J Boomsma","Department of Population Ecology, Zoological Institute, University of Copenhagen, Universitetsparken 15, Copenhagen 2100, Denmark. wohhughes@zi.ku.dk",2004 Jan; 85(1):46-53,10.1016/j.jip.2003.12.005,NULL
15182908,20040701,article,"xref,mesh","Animals,Lactic Acid,Male,Mice,Mice, Inbred ICR,Physical Endurance,Plant Extracts,Plants, Medicinal,Swimming","blood,drug effects,isolation & purification,pharmacology,physiology","D010807 Q000187 NY,D010807 Q000502 NN,D010936 Q000302 NN,D010936 Q000494 NN,D013550 Q000502 NY,D019344 Q000097 NN","612,5793,61503,62358,91435,107689,10129918","128334455,129621433",Effect of medicinal plant extracts on forced swimming capacity in mice,"The tonic effect of Cordyceps militaris (CM), Paecilomyces japonia (PJ), Phellinus linteus (PL), Ganoderma lucidum (GL), Grifola frondosa (GF), and Panax ginseng (PG) was examined based on the forced swimming capacity and the change of biochemical parameters in ICR mice. The treatment groups were orally administered medicinal plant extracts (500 mg/kg per day), while the control group received distilled water for 4 weeks. The swimming times to exhaustion were longer in the CM, PJ, and GF groups than in the ",Journal of ethnopharmacology,"Kyungah Jung, In-Ho Kim, Daeseok Han","Food Processing Technology, Korea Food Research Institute, San 46-1, Baekhyun-dong, Bundang-ku, Songnam-si, Kyonggi-do, 463-746, Republic of Korea.",2004 Jul; 93(1):75-81,10.1016/j.jep.2004.03.022,NULL
15951847,20050101,article,xref,"Agaricales,Brazil,Cacao,DNA, Fungal,Disease Susceptibility,Fungi,Molecular Sequence Data,Mycological Typing Techniques,Mycology,Pest Control, Biological,Plant Diseases,Sequence Alignment","genetics,isolation & purification,methods,microbiology","D000363 Q000302 NN,D002099 Q000382 NY,D004271 Q000235 NN,D005658 Q000235 NN,D005658 Q000302 NY,D009172 Q000379 NN,D010572 Q000379 NY,D010935 Q000382 NN","702,3624,69704,439494,54091660","127796650,128001732,128482492,128648755,129071090","Diversity of endophytic fungal community of cacao (Theobroma cacao L.) and biological control of Crinipellis perniciosa, causal agent of Witches' Broom Disease","The basidiomycete fungus Crinipellis perniciosa (Stahel) Singer is the causal agent of Witches' Broom Disease of Cacao (Theobromacacao L.) which is the main factor limiting cacao production in the Americas. Pod losses of up to 90% are experienced in affected areas as evidenced by the 50% drop in production in Bahia province, Brazil following the arrival of the C. perniciosa in the area in 1989. The disease has proven particularly difficult to control and many farmers in affected areas have given up cacao cu",International journal of biological sciences,"Marciano R Rubini, Rute T Silva-Ribeiro, Alan W V Pomella, Cristina S Maki, Welington L Araújo, Deise R Dos Santos, João L Azevedo","Instituto de Biotecnologia, UCS, 95001-970, Caxias do Sul/RS.",2005; 1(1):24-33,10.7150/ijbs.1.24,NULL
16581255,20060101,article,mesh,"Arecaceae,Cordyceps,Hypocreales,Microscopy,Microscopy, Electron, Scanning,Plant Leaves","growth & development,microbiology","D006999 Q000254 NY,D018515 Q000382 NY,D028023 Q000382 NY,D032661 Q000254 NY",NULL,NULL,Endophytic colonization of date palm (Phoenix dactylifera L.) leaves by entomopathogenic fungi,"Light and scanning electron microscopy together with fungal isolation techniques were used to detect entomopathogenic fungi within young and adult date palm (Phoenix dactylifera) petioles and to assess fungal survival in leaf tissues. The entomopathogenic fungi Beauveria bassiana, Lecanicillium dimorphum and Lecanicillium c.f. psalliotae survived inside leaf tissues at least 30 days after inoculation. Entomopathogenic fungi colonized inoculated petioles endophytically and were recovered up to 3cm from the i","Micron (Oxford, England : 1993)","S Gómez-Vidal, L V Lopez-Llorca, H -B Jansson, J Salinas","Laboratory of Plant Pathology, Department of Marine Sciences and Applied Biology, University of Alicante, Ap. 99, 03080 Alicante, Spain.",2006; 37(7):624-32,10.1016/j.micron.2006.02.003,NULL
16843484,20061001,article,mesh,"Animals,Aphids,Cordyceps,Heteroptera,Mycoses,Plant Leaves,Soil Microbiology,Spores, Fungal,Stachys","microbiology,pathogenicity,transmission","D001042 Q000382 NY,D009181 Q000635 NN,D013172 Q000472 NN,D018515 Q000382 NN,D020062 Q000382 NY,D031366 Q000382 NY,D032661 Q000472 NY",NULL,NULL,Dispersal of Beauveria bassiana by the activity of nettle insects,"Recent studies have shown that the entomopathogenic fungus Beauveria bassiana occurs naturally on the phylloplanes of several plants, including nettles. Insects could, by their activity, be contributing to this inoculum by dispersing it from other sites. The potential of nettle aphids Microlophium carnosum and their predator Anthocoris nemorum to disperse conidia of B. bassiana from soil to nettles and from sporulating cadavers in the nettle canopy was investigated in laboratory experiments. In petri dish a",Journal of invertebrate pathology,"Nicolai V Meyling, Judith K Pell, Jørgen Eilenberg","Department of Ecology, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, DK-1871 Frederiksberg C, Denmark. nvm@kvl.dk <nvm@kvl.dk>",2006 Oct; 93(2):121-6,10.1016/j.jip.2006.05.010,NULL
16875756,20061001,article,mesh,"Animals,Cordyceps,Culicidae,Malaria,Mosquito Control,Pest Control, Biological","methods,microbiology,physiology,prevention & control","D008288 Q000517 NY,D009032 Q000379 NY,D009033 Q000382 NY,D010572 Q000379 NY,D032661 Q000502 NN",NULL,NULL,Muscling out malaria,NULL,Trends in ecology & evolution,"David P Hughes, Jacobus J Boomsma",NULL,2006 Oct; 21(10):533-4,10.1016/j.tree.2006.07.010,NULL
16899239,20060918,article,"xref,mesh","Animals,Anti-Inflammatory Agents,Cell Line,Cyclooxygenase 2,Deoxyadenosines,I-kappa B Proteins,Lipopolysaccharides,Macrophages,Mice,NF-KappaB Inhibitor alpha,NF-kappa B,Nitric Oxide,Nitric Oxide Synthase Type II,Phosphorylation,Proto-Oncogene Proteins c-akt,Tumor Necrosis Factor-alpha,p38 Mitogen-Activated Protein Kinases","analysis,antagonists & inhibitors,biosynthesis,drug effects,genetics,metabolism,pharmacology","D000893 Q000494 NY,D003839 Q000494 NY,D008070 Q000037 NY,D008264 Q000187 NY,D009569 Q000096 NN,D014409 Q000096 NN,D014409 Q000235 NN,D016328 Q000037 NY,D020672 Q000378 NN,D048051 Q000037 NY,D051057 Q000037 NY,D051546 Q000032 NN,D051546 Q000235 NN,D052247 Q000032 NN","263,6303,145068","128530390,128800334",Cordycepin inhibits lipopolysaccharide-induced inflammation by the suppression of NF-kappaB through Akt and p38 inhibition in RAW 264.7 macrophage cells,"Cordyceps militaris, a caterpillar-grown traditional medicinal mushroom, produces an important bioactive compound, cordycepin (3'-deoxyadenosine). Cordycepin is reported to possess many pharmacological activities including immunological stimulating, anti-cancer, anti-virus and anti-infection activities. The molecular mechanisms of cordycepin on pharmacological and biochemical actions of macrophages in inflammation have not been clearly elucidated yet. In the present study, we tested the role of cordycepin o",European journal of pharmacology,"Ho Gyoung Kim, Bhushan Shrestha, So Yeon Lim, Deok Hyo Yoon, Woo Chul Chang, Dong-Jik Shin, Sang Kuk Han, Sang Min Park, Jung Hee Park, Hae Il Park, Jae-Mo Sung, Yangsoo Jang, Namsik Chung, Ki-Chul Hwang, Tae Woong Kim","Department of Biochemistry, Kangwon National University, Chunchon 200-701, Republic of Korea; Mushtech Co. Ltd, Chunchon, Republic of Korea.",2006 Sep; 545(2-3):192-9,10.1016/j.ejphar.2006.06.047,NULL
19056796,20090101,article,"xref,mesh","Antirheumatic Agents,Arthritis, Rheumatoid,Cell Survival,Cells, Cultured,Chemokines,DNA-Binding Proteins,Deoxyadenosines,Dose-Response Relationship, Drug,Drug Evaluation, Preclinical,Fibroblasts,Gene Expression Regulation, Enzymologic,Humans,Interleukin-1beta,MAP Kinase Signaling System,Matrix Metalloproteinase 1,Matrix Metalloproteinase 3,NF-kappa B,Synovial Membrane,Transcription Factor AP-1,Up-Regulation","antagonists & inhibitors,biosynthesis,drug effects,enzymology,genetics,immunology,metabolism,methods,pathology,pharmacology","D001172 Q000201 NY,D001172 Q000276 NN,D001172 Q000473 NN,D002470 Q000187 NN,D003839 Q000494 NY,D004268 Q000378 NN,D004353 Q000379 NN,D005347 Q000187 NN,D005347 Q000201 NN,D005347 Q000473 NN,D013583 Q000187 NN,D013583 Q000201 NN,D013583 Q000473 NN,D015854 Q000187 NN,D015971 Q000187 NN,D016328 Q000378 NN,D018501 Q000494 NY,D018808 Q000378 NN,D018925 Q000096 NN,D019278 Q000096 NY,D019278 Q000235 NN,D020781 Q000096 NY,D020781 Q000235 NN,D020935 Q000187 NN,D053583 Q000037 NY,D053583 Q000494 NN","6303,16158257",128800334,Cordycepin inhibits IL-1beta-induced MMP-1 and MMP-3 expression in rheumatoid arthritis synovial fibroblasts,"OBJECTIVE: MMP is a key enzyme in the degradation of extracellular matrices, and its expression plays important roles in inflammatory diseases. Cordycepin (3'-deoxyadenosine), a bioactive compound of Cordyceps militaris, has been shown to exhibit many pharmacological activities, such as anti-cancer, anti-inflammatory and anti-infection activities. In this study, we aimed at the inhibitory effect of cordycepin on IL-1beta-induced MMP-1 and MMP-3 expression as well as the molecular basis using RA synovial fib","Rheumatology (Oxford, England)","E-M Noh, J-S Kim, H Hur, B-H Park, E-K Song, M-K Han, K-B Kwon, W-H Yoo, I-K Shim, S J Lee, H J Youn, Y-R Lee","Department of Biochemistry, Institute for Medical Science, Chonbuk National University Medical School, Jeonju, South Korea.",2009 Jan; 48(1):45-8,10.1093/rheumatology/ken417,NULL
19846919,20091001,article,"xref,mesh","Adenosine Diphosphate,Animals,Antineoplastic Agents,Deoxyadenosines,Dose-Response Relationship, Drug,Female,Lung Neoplasms,Melanoma, Experimental,Mice,Mice, Inbred C57BL,Platelet Aggregation,Specific Pathogen-Free Organisms","blood,drug effects,drug therapy,pharmacology,prevention & control,secondary","D000244 Q000494 NY,D000970 Q000494 NY,D003839 Q000494 NY,D008175 Q000097 NN,D008175 Q000517 NY,D008175 Q000556 NY,D008546 Q000097 NY,D008546 Q000188 NY,D008546 Q000556 NN,D010974 Q000187 NN","6022,6303,30103,5702665","128800334,129740296,243771496",Inhibitory effect of cordycepin on hematogenic metastasis of B16-F1 mouse melanoma cells accelerated by adenosine-5'-diphosphate,"Platelet aggregation induced by cancer cells is an indispensable step for hematogenic metastasis. In these studies, we investigated whether platelet aggregation accelerates hematogenic metastasis of cancer cells in mice and the effect of cordycepin (3'-deoxyadenosine), a component of Cordyceps sinensis, on hematogenic metastasis accelerated by adenosine-5'-diphosphate (ADP). ADP significantly increased the number of metastatic lung nodules in mice injected intravenously with B16-F1 mouse melanoma cells (B16",Anticancer research,"Noriko Yoshikawa, Masaru Kunitomo, Satomi Kagota, Kazumasa Shinozuka, Kazuki Nakamura","Department of Pharmacology, Faculty of Pharmaceutical Sciences, Mukogawa Women's University, 11-68, Koshien Kyuban-cho, Nishinomiya, Hyogo 663-8179, Japan.",2009 Oct; 29(10):3857-60,NULL,NULL
20003548,20091216,article,xref,"Animals,Biological Evolution,Conservation of Natural Resources,DNA, Fungal,DNA, Ribosomal,Genes, Mating Type, Fungal,Genetic Variation,Hypocreales,Polymerase Chain Reaction,Polymorphism, Single-Stranded Conformational",genetics,"D004271 Q000235 NN,D004275 Q000235 NN,D006999 Q000235 NY","670,713","129195613,129903670","Genetic diversity of Ophiocordyceps sinensis, a medicinal fungus endemic to the Tibetan Plateau: implications for its evolution and conservation","BACKGROUND: Ophiocordyceps sinensis (syn. Cordyceps sinensis), endemic to alpine regions on the Tibetan plateau, is one of the most valuable medicinal fungi in the world. Huge commercial demand has led to excessive harvest and a dramatic decline in its numbers. The diversity of terrains and climates on the Tibetan Plateau and the broad insect host range (more than 50 species in the family Hepialidae) may have resulted in substantial intraspecific genetic diversity for this fungus. The objective of this stud",BMC evolutionary biology,"Yongjie Zhang, Lingling Xu, Shu Zhang, Xingzhong Liu, Zhiqiang An, Mu Wang, Yinglan Guo","Key Laboratory of Systematic Mycology and Lichenology, Institute of Microbiology, Chinese Academy of Sciences, No.3, 1st Beichen West Road, Chaoyang District, Beijing 100101, PR China. zhangyj2008@sxu.edu.cn",2009 Dec; 9(?):290,10.1186/1471-2148-9-290,NULL
20368935,20070101,article,xref,NULL,NULL,NULL,"679,702,5997,44259,64966,91474","127899424,128074998,128121087,128141778,128482492,129800303",Cytoprotective effect of polysaccharide isolated from different mushrooms against 7-ketocholesterol induced damage in mouse liver cell line (BNL CL. 2),"Cytoprotective ability of polysaccharides isolated from different edible mushrooms was investigated on the 7-ketocholesterol-induced damaged cell line. Polysaccharide extracts from six different edible mushrooms-Flammulina velutipes, Peurotus ostreatus, Lentinus edodes, Agrocybe aegerita, Agaricus blazei, and Cordyceps militaris- were prepared by hot water extraction and alcohol precipitation. Cytoprotective ability was evaluated by measuring the viable cells of the normal embryonic liver cell line (BNL CL.",Nutrition research and practice,"Joo-Shin Kim, Hau Yin Chung, Keun Na","Kwangil Synthesis Plant Co. Ltd., Guro-Gu, Seoul 155-055, Korea.",2007; 1(3):180-3,10.4162/nrp.2007.1.3.180,NULL
21479820,20110601,article,mesh,"Ascomycota,Biological Evolution,Endonucleases,Genes, Fungal,Introns,Mitochondria,Models, Genetic,Phylogeny","classification,genetics","D001203 Q000145 NN,D001203 Q000235 NY,D004720 Q000235 NY,D007438 Q000235 NY,D008928 Q000235 NY",NULL,NULL,Evolutionary dynamics of the mS952 intron: a novel mitochondrial group II intron encoding a LAGLIDADG homing endonuclease gene,Examination of the mitochondrial small subunit ribosomal RNA (rns) gene of five species of the fungal genus Leptographium revealed that the gene has been invaded at least once at position 952 by a group II intron encoding a LAGLIDADG homing endonuclease gene. Phylogenetic analyses of the intron and homing endonuclease sequences indicated that each element in Leptographium species forms a single clade and is closely related to the group II intron/homing endonuclease gene composite element previously reported,Journal of molecular evolution,"Sahra-Taylor Mullineux, Karla Willows, Georg Hausner","Department of Microbiology, University of Manitoba, Winnipeg, Canada.",2011 Jun; 72(5-6):433-49,10.1007/s00239-011-9442-7,NULL
